id,timestamp,statusSeverity,statusSeverityDescription
district,2019-12-21T23:30:18,10,Good Service
district,2019-12-22T09:39:25,5,Part Closure
district,2019-12-22T12:54:39,10,Good Service
district,2019-12-21T23:30:57,10,Good Service
district,2019-12-22T12:35:33,10,Good Service
district,2019-12-22T12:57:27,10,Good Service
district,2019-12-22T01:21:13,20,Service Closed
district,2019-12-22T12:54:41,10,Good Service
district,2019-12-22T14:09:26,10,Good Service
district,2019-12-22T12:35:38,10,Good Service
district,2019-12-22T12:57:30,10,Good Service
district,2019-12-22T14:22:00,10,Good Service
district,2019-12-22T12:54:43,10,Good Service
district,2019-12-22T14:11:01,10,Good Service
district,2019-12-22T12:35:42,10,Good Service
district,2019-12-22T12:57:33,10,Good Service
district,2019-12-22T14:22:32,10,Good Service
district,2019-12-22T12:54:45,10,Good Service
district,2019-12-22T14:11:03,10,Good Service
district,2019-12-22T17:39:18,10,Good Service
district,2019-12-22T12:57:36,10,Good Service
district,2019-12-22T14:29:26,10,Good Service
district,2019-12-22T18:38:56,10,Good Service
district,2019-12-23T00:19:26,10,Good Service
district,2019-12-22T17:49:26,10,Good Service
district,2019-12-22T19:59:52,10,Good Service
district,2019-12-23T11:49:26,10,Good Service
district,2019-12-22T18:39:02,10,Good Service
district,2019-12-23T00:39:27,10,Good Service
district,2019-12-22T17:50:18,10,Good Service
district,2019-12-22T20:00:51,10,Good Service
district,2019-12-23T12:09:26,10,Good Service
district,2019-12-22T18:39:26,10,Good Service
district,2019-12-23T00:59:25,10,Good Service
district,2019-12-23T19:39:26,10,Good Service
district,2019-12-22T20:06:52,10,Good Service
district,2019-12-23T12:29:26,10,Good Service
district,2019-12-24T06:50:22,10,Good Service
district,2019-12-23T01:19:25,20,Service Closed
district,2019-12-23T19:59:26,10,Good Service
district,2019-12-24T16:19:26,10,Good Service
district,2019-12-23T12:49:26,10,Good Service
district,2019-12-24T07:09:26,10,Good Service
district,2019-12-25T00:59:26,5,Part Closure
district,2019-12-23T20:19:25,10,Good Service
district,2019-12-24T16:39:26,10,Good Service
district,2019-12-25T07:39:26,4,Planned Closure
district,2019-12-24T07:29:26,10,Good Service
district,2019-12-25T01:19:26,5,Part Closure
central,2019-12-20T07:49:25,10,Good Service
district,2019-12-24T12:49:26,10,Good Service
district,2019-12-25T07:59:26,4,Planned Closure
district,2019-12-25T20:29:26,4,Planned Closure
district,2019-12-24T13:59:25,10,Good Service
district,2019-12-25T14:19:26,4,Planned Closure
district,2019-12-26T02:59:25,20,Service Closed
district,2019-12-24T19:29:26,10,Good Service
district,2019-12-25T20:49:25,4,Planned Closure
district,2019-12-26T09:09:26,5,Part Closure
district,2019-12-25T14:39:26,4,Planned Closure
district,2019-12-26T03:19:26,20,Service Closed
district,2019-12-26T14:29:26,5,Part Closure
district,2019-12-29T09:10:17,5,Part Closure
district,2019-12-26T09:29:26,5,Part Closure
district,2019-12-28T22:43:01,10,Good Service
district,2019-12-29T09:49:56,5,Part Closure
district,2019-12-26T14:49:26,5,Part Closure
district,2019-12-29T09:12:04,5,Part Closure
district,2019-12-29T10:33:37,5,Part Closure
district,2019-12-29T00:45:01,10,Good Service
district,2019-12-29T09:52:02,5,Part Closure
district,2019-12-29T11:18:59,5,Part Closure
district,2019-12-28T15:55:22,10,Good Service
district,2019-12-29T10:37:55,5,Part Closure
district,2019-12-30T12:58:22,10,Good Service
central,2019-12-20T09:09:25,10,Good Service
district,2019-12-29T11:21:26,5,Part Closure
district,2020-01-08T14:04:24,9,Minor Delays
circle,2019-12-19T05:29:25,10,Good Service
district,2019-12-29T14:59:01,5,Part Closure
district,2020-01-08T15:05:40,6,Severe Delays
circle,2019-12-19T17:19:25,10,Good Service
district,2020-01-08T14:06:23,9,Minor Delays
circle,2019-12-19T05:49:25,10,Good Service
circle,2019-12-20T04:49:25,10,Good Service
district,2020-01-09T10:00:53,10,Good Service
circle,2019-12-19T17:39:26,10,Good Service
district,2020-01-08T14:02:45,9,Minor Delays
circle,2019-12-19T06:09:26,10,Good Service
circle,2019-12-20T05:09:26,10,Good Service
circle,2019-12-21T03:19:26,20,Service Closed
circle,2019-12-19T17:59:26,10,Good Service
circle,2019-12-20T16:29:25,10,Good Service
circle,2019-12-19T06:29:26,10,Good Service
circle,2019-12-20T05:29:25,10,Good Service
circle,2019-12-21T03:39:26,20,Service Closed
circle,2019-12-21T22:02:54,10,Good Service
circle,2019-12-20T16:49:25,10,Good Service
circle,2019-12-21T15:09:26,10,Good Service
circle,2019-12-21T23:12:25,10,Good Service
circle,2019-12-21T03:59:26,20,Service Closed
circle,2019-12-21T22:02:57,10,Good Service
circle,2019-12-20T17:09:25,10,Good Service
circle,2019-12-21T15:29:25,10,Good Service
circle,2019-12-21T23:12:30,10,Good Service
circle,2019-12-21T04:19:25,10,Good Service
circle,2019-12-21T22:03:08,10,Good Service
circle,2019-12-21T23:20:38,10,Good Service
circle,2019-12-21T15:49:25,10,Good Service
circle,2019-12-21T23:12:48,10,Good Service
circle,2019-12-21T23:30:37,10,Good Service
circle,2019-12-21T22:03:12,10,Good Service
circle,2019-12-21T23:22:10,10,Good Service
circle,2019-12-22T01:21:24,20,Service Closed
circle,2019-12-21T23:13:16,10,Good Service
circle,2019-12-21T23:30:40,10,Good Service
circle,2019-12-22T09:09:25,4,Planned Closure
circle,2019-12-21T23:22:12,10,Good Service
circle,2019-12-22T01:21:38,20,Service Closed
circle,2019-12-22T12:36:31,10,Good Service
circle,2019-12-21T23:30:42,10,Good Service
circle,2019-12-22T09:29:26,4,Planned Closure
circle,2019-12-22T12:54:51,10,Good Service
circle,2019-12-21T23:30:58,10,Good Service
circle,2019-12-22T12:36:34,10,Good Service
circle,2019-12-22T12:57:44,10,Good Service
circle,2019-12-22T01:21:45,20,Service Closed
circle,2019-12-22T12:54:53,10,Good Service
circle,2019-12-22T14:11:55,10,Good Service
circle,2019-12-22T12:36:36,10,Good Service
circle,2019-12-22T12:57:46,10,Good Service
circle,2019-12-22T14:53:59,10,Good Service
circle,2019-12-22T12:54:55,10,Good Service
circle,2019-12-22T14:12:34,10,Good Service
central,2019-12-20T12:29:26,10,Good Service
circle,2019-12-22T12:57:48,10,Good Service
circle,2019-12-22T15:09:26,10,Good Service
circle,2019-12-22T12:54:57,10,Good Service
circle,2019-12-22T14:12:38,10,Good Service
circle,2019-12-22T17:53:24,10,Good Service
circle,2019-12-22T12:57:50,10,Good Service
circle,2019-12-22T15:13:47,10,Good Service
circle,2019-12-22T18:51:41,10,Good Service
circle,2019-12-23T02:29:26,20,Service Closed
circle,2019-12-22T17:54:36,10,Good Service
circle,2019-12-22T20:32:56,10,Good Service
circle,2019-12-22T15:13:50,10,Good Service
circle,2019-12-22T18:51:48,10,Good Service
circle,2019-12-23T02:49:26,20,Service Closed
circle,2019-12-22T17:55:35,10,Good Service
circle,2019-12-22T20:44:53,10,Good Service
circle,2019-12-23T13:59:26,10,Good Service
circle,2019-12-22T18:52:12,10,Good Service
circle,2019-12-23T03:09:26,20,Service Closed
central,2019-12-20T13:39:26,10,Good Service
circle,2019-12-22T20:47:54,10,Good Service
circle,2019-12-23T14:19:26,10,Good Service
circle,2019-12-24T08:59:26,10,Good Service
circle,2019-12-23T03:29:26,20,Service Closed
circle,2019-12-23T21:39:26,10,Good Service
circle,2019-12-24T18:29:26,10,Good Service
circle,2019-12-23T14:39:26,10,Good Service
circle,2019-12-24T09:19:26,10,Good Service
circle,2019-12-25T03:09:26,20,Service Closed
circle,2019-12-23T21:59:26,10,Good Service
circle,2019-12-24T18:35:57,10,Good Service
circle,2019-12-25T10:39:26,4,Planned Closure
circle,2019-12-24T09:39:25,10,Good Service
circle,2019-12-25T03:29:25,20,Service Closed
circle,2019-12-23T22:19:26,10,Good Service
circle,2019-12-24T18:49:26,10,Good Service
circle,2019-12-25T10:59:26,4,Planned Closure
circle,2019-12-24T09:59:26,10,Good Service
circle,2019-12-25T03:49:27,20,Service Closed
circle,2019-12-25T17:19:26,4,Planned Closure
circle,2019-12-26T06:59:26,20,Service Closed
circle,2019-12-25T01:59:26,20,Service Closed
circle,2019-12-25T23:49:26,4,Planned Closure
circle,2019-12-26T13:38:54,10,Good Service
circle,2019-12-25T17:39:25,4,Planned Closure
circle,2019-12-26T07:19:26,10,Good Service
circle,2019-12-29T08:36:08,4,Planned Closure
circle,2019-12-26T00:09:25,4,Planned Closure
circle,2019-12-26T13:39:26,10,Good Service
circle,2019-12-29T09:35:17,4,Planned Closure
circle,2019-12-26T03:29:26,20,Service Closed
circle,2019-12-29T08:38:28,4,Planned Closure
circle,2019-12-29T10:41:35,4,Planned Closure
circle,2019-12-26T13:59:26,10,Good Service
circle,2019-12-29T09:36:56,4,Planned Closure
circle,2019-12-29T16:56:47,4,Planned Closure
circle,2019-12-29T08:39:56,4,Planned Closure
circle,2019-12-29T10:42:59,4,Planned Closure
circle,2020-01-08T14:13:23,10,Good Service
circle,2019-12-29T09:38:56,4,Planned Closure
circle,2019-12-29T18:40:32,4,Planned Closure
northern,2019-12-18T23:09:26,10,Good Service
circle,2019-12-29T10:44:56,4,Planned Closure
circle,2020-01-08T14:15:50,10,Good Service
northern,2019-12-19T09:49:26,10,Good Service
circle,2019-12-29T18:42:35,4,Planned Closure
northern,2019-12-18T23:29:26,10,Good Service
northern,2019-12-19T19:59:26,10,Good Service
circle,2020-01-08T14:17:27,10,Good Service
northern,2019-12-19T10:09:26,10,Good Service
northern,2019-12-20T05:49:26,10,Good Service
northern,2019-12-18T23:49:26,10,Good Service
northern,2019-12-19T20:19:26,10,Good Service
circle,2020-01-08T14:19:42,10,Good Service
northern,2019-12-19T10:29:27,10,Good Service
northern,2019-12-20T06:09:26,10,Good Service
circle,2020-01-09T15:56:42,10,Good Service
northern,2019-12-19T20:39:26,10,Good Service
northern,2019-12-20T15:49:26,10,Good Service
northern,2019-12-21T11:39:26,10,Good Service
northern,2019-12-20T06:29:27,10,Good Service
northern,2019-12-21T01:49:26,10,Good Service
northern,2019-12-21T20:17:37,10,Good Service
northern,2019-12-20T16:09:26,10,Good Service
northern,2019-12-21T11:59:26,10,Good Service
northern,2019-12-21T22:28:26,10,Good Service
northern,2019-12-21T02:09:26,10,Good Service
northern,2019-12-21T20:18:23,10,Good Service
northern,2019-12-20T16:29:26,10,Good Service
northern,2019-12-21T12:19:26,10,Good Service
northern,2019-12-21T22:37:42,10,Good Service
northern,2019-12-21T02:29:26,10,Good Service
northern,2019-12-21T20:18:47,10,Good Service
northern,2019-12-21T23:14:58,10,Good Service
northern,2019-12-21T23:30:44,10,Good Service
northern,2019-12-21T22:37:44,10,Good Service
northern,2019-12-21T23:23:53,10,Good Service
northern,2019-12-22T01:21:19,10,Good Service
northern,2019-12-21T23:15:00,10,Good Service
northern,2019-12-21T23:30:49,10,Good Service
northern,2019-12-22T09:29:26,10,Good Service
northern,2019-12-21T23:23:55,10,Good Service
northern,2019-12-22T01:21:21,10,Good Service
northern,2019-12-21T23:15:02,10,Good Service
northern,2019-12-21T23:30:56,10,Good Service
northern,2019-12-22T09:49:26,10,Good Service
northern,2019-12-21T23:23:57,10,Good Service
northern,2019-12-22T01:21:24,10,Good Service
northern,2019-12-22T12:36:38,10,Good Service
northern,2019-12-22T12:56:47,10,Good Service
northern,2019-12-22T10:09:26,10,Good Service
northern,2019-12-22T12:54:44,10,Good Service
northern,2019-12-22T13:29:26,10,Good Service
northern,2019-12-22T12:36:40,10,Good Service
northern,2019-12-22T12:56:50,10,Good Service
northern,2019-12-22T14:16:26,10,Good Service
northern,2019-12-22T12:54:46,10,Good Service
northern,2019-12-22T13:49:26,10,Good Service
northern,2019-12-22T12:36:42,10,Good Service
northern,2019-12-22T12:57:26,10,Good Service
northern,2019-12-22T14:16:30,10,Good Service
northern,2019-12-22T12:54:50,10,Good Service
northern,2019-12-22T14:05:05,10,Good Service
northern,2019-12-22T15:59:26,10,Good Service
northern,2019-12-22T18:51:42,10,Good Service
northern,2019-12-22T14:16:36,10,Good Service
northern,2019-12-22T17:55:58,10,Good Service
northern,2019-12-22T20:07:18,10,Good Service
northern,2019-12-22T16:19:26,10,Good Service
northern,2019-12-22T18:51:48,10,Good Service
northern,2019-12-22T23:39:26,10,Good Service
northern,2019-12-22T17:56:04,10,Good Service
northern,2019-12-22T20:17:57,10,Good Service
northern,2019-12-22T16:39:26,10,Good Service
northern,2019-12-22T18:52:12,10,Good Service
northern,2019-12-22T23:59:26,10,Good Service
northern,2019-12-22T17:55:55,10,Good Service
northern,2019-12-22T20:01:01,9,Minor Delays
northern,2019-12-23T09:49:26,10,Good Service
northern,2019-12-24T01:29:26,10,Good Service
northern,2019-12-23T00:19:26,10,Good Service
northern,2019-12-23T17:48:15,10,Good Service
northern,2019-12-24T11:09:26,10,Good Service
northern,2019-12-23T10:04:11,10,Good Service
northern,2019-12-24T01:49:26,20,Service Closed
northern,2019-12-24T18:59:26,10,Good Service
northern,2019-12-23T17:49:26,10,Good Service
northern,2019-12-24T11:29:26,10,Good Service
northern,2019-12-23T10:19:26,10,Good Service
northern,2019-12-24T02:09:26,20,Service Closed
northern,2019-12-24T19:08:35,10,Good Service
northern,2019-12-23T17:54:37,10,Good Service
northern,2019-12-24T11:49:26,10,Good Service
northern,2019-12-25T02:19:26,20,Service Closed
northern,2019-12-25T14:09:26,4,Planned Closure
northern,2019-12-24T19:09:50,10,Good Service
northern,2019-12-25T09:19:26,4,Planned Closure
northern,2019-12-25T19:09:26,4,Planned Closure
northern,2019-12-25T02:39:26,20,Service Closed
northern,2019-12-25T14:29:26,4,Planned Closure
northern,2019-12-25T23:59:26,4,Planned Closure
northern,2019-12-26T09:09:27,5,Part Closure
northern,2019-12-25T05:49:26,4,Planned Closure
northern,2019-12-26T05:29:26,5,Part Closure
northern,2019-12-26T13:13:21,5,Part Closure
northern,2019-12-25T02:59:26,20,Service Closed
northern,2019-12-26T09:29:26,5,Part Closure
northern,2019-12-27T12:35:15,10,Good Service
northern,2019-12-29T09:43:10,10,Good Service
northern,2019-12-26T13:15:59,5,Part Closure
northern,2019-12-29T08:43:56,10,Good Service
northern,2019-12-29T10:49:24,10,Good Service
central,2019-12-20T21:59:26,10,Good Service
northern,2019-12-29T09:45:01,10,Good Service
northern,2019-12-30T11:07:36,10,Good Service
northern,2019-12-29T08:46:17,10,Good Service
northern,2019-12-29T10:51:26,10,Good Service
northern,2020-01-08T14:09:26,10,Good Service
northern,2019-12-29T09:46:56,10,Good Service
northern,2019-12-30T12:58:22,10,Good Service
northern,2019-12-29T08:47:56,10,Good Service
northern,2019-12-29T10:53:35,10,Good Service
northern,2020-01-08T14:11:23,10,Good Service
hammersmith-city,2019-12-19T07:19:26,10,Good Service
northern,2019-12-30T21:13:42,10,Good Service
northern,2020-01-10T05:27:19,10,Good Service
hammersmith-city,2019-12-19T19:09:26,10,Good Service
northern,2020-01-08T14:13:23,10,Good Service
hammersmith-city,2019-12-19T07:39:25,10,Good Service
hammersmith-city,2019-12-20T06:09:26,10,Good Service
northern,2020-01-10T05:43:22,10,Good Service
hammersmith-city,2019-12-19T19:29:26,10,Good Service
hammersmith-city,2019-12-20T17:39:27,10,Good Service
hammersmith-city,2019-12-19T07:59:26,10,Good Service
hammersmith-city,2019-12-20T06:29:27,10,Good Service
hammersmith-city,2019-12-18T21:57:31,10,Good Service
hammersmith-city,2019-12-19T19:49:26,10,Good Service
hammersmith-city,2019-12-20T17:59:26,10,Good Service
hammersmith-city,2019-12-19T08:19:26,10,Good Service
hammersmith-city,2019-12-20T06:49:25,10,Good Service
hammersmith-city,2019-12-21T02:59:26,20,Service Closed
hammersmith-city,2019-12-21T21:26:54,10,Good Service
hammersmith-city,2019-12-20T18:19:26,6,Severe Delays
hammersmith-city,2019-12-21T13:09:26,10,Good Service
hammersmith-city,2019-12-21T23:10:51,10,Good Service
hammersmith-city,2019-12-21T03:19:26,20,Service Closed
hammersmith-city,2019-12-21T21:33:53,10,Good Service
hammersmith-city,2019-12-20T18:39:26,6,Severe Delays
hammersmith-city,2019-12-21T13:29:26,10,Good Service
hammersmith-city,2019-12-21T23:11:08,10,Good Service
hammersmith-city,2019-12-21T23:30:24,10,Good Service
hammersmith-city,2019-12-21T21:38:27,10,Good Service
hammersmith-city,2019-12-21T23:18:54,10,Good Service
hammersmith-city,2019-12-21T13:49:26,10,Good Service
hammersmith-city,2019-12-21T23:11:14,10,Good Service
hammersmith-city,2019-12-21T23:30:29,10,Good Service
hammersmith-city,2019-12-21T21:39:25,10,Good Service
hammersmith-city,2019-12-21T23:19:08,10,Good Service
hammersmith-city,2019-12-22T01:21:13,20,Service Closed
hammersmith-city,2019-12-21T23:11:19,10,Good Service
hammersmith-city,2019-12-21T23:30:31,10,Good Service
hammersmith-city,2019-12-22T06:59:26,5,Part Closure
hammersmith-city,2019-12-21T23:19:25,10,Good Service
hammersmith-city,2019-12-22T01:21:15,20,Service Closed
hammersmith-city,2019-12-22T10:42:57,10,Good Service
hammersmith-city,2019-12-21T23:27:24,10,Good Service
hammersmith-city,2019-12-22T04:09:26,5,Part Closure
hammersmith-city,2019-12-22T12:52:19,10,Good Service
hammersmith-city,2019-12-22T13:03:51,10,Good Service
hammersmith-city,2019-12-22T10:49:26,10,Good Service
hammersmith-city,2019-12-22T12:55:43,10,Good Service
hammersmith-city,2019-12-21T23:49:26,10,Good Service
hammersmith-city,2019-12-22T12:52:25,10,Good Service
hammersmith-city,2019-12-22T13:03:53,10,Good Service
hammersmith-city,2019-12-22T01:09:26,10,Good Service
hammersmith-city,2019-12-22T12:55:47,10,Good Service
hammersmith-city,2019-12-22T14:14:07,10,Good Service
hammersmith-city,2019-12-22T12:52:27,10,Good Service
hammersmith-city,2019-12-22T13:03:55,10,Good Service
hammersmith-city,2019-12-22T16:19:26,10,Good Service
hammersmith-city,2019-12-22T12:55:49,10,Good Service
hammersmith-city,2019-12-22T14:14:17,10,Good Service
hammersmith-city,2019-12-22T17:57:20,10,Good Service
hammersmith-city,2019-12-22T13:03:57,10,Good Service
hammersmith-city,2019-12-22T16:39:26,10,Good Service
hammersmith-city,2019-12-22T18:58:25,10,Good Service
hammersmith-city,2019-12-22T14:15:53,10,Good Service
hammersmith-city,2019-12-22T17:59:21,10,Good Service
hammersmith-city,2019-12-22T21:49:26,10,Good Service
hammersmith-city,2019-12-22T16:59:26,10,Good Service
hammersmith-city,2019-12-22T18:59:26,10,Good Service
hammersmith-city,2019-12-23T06:09:26,10,Good Service
hammersmith-city,2019-12-22T17:59:26,10,Good Service
hammersmith-city,2019-12-22T22:02:48,10,Good Service
hammersmith-city,2019-12-23T16:49:26,10,Good Service
hammersmith-city,2019-12-22T18:59:51,10,Good Service
hammersmith-city,2019-12-23T06:29:26,10,Good Service
hammersmith-city,2019-12-22T17:59:30,10,Good Service
hammersmith-city,2019-12-22T22:05:38,10,Good Service
hammersmith-city,2019-12-23T16:50:15,10,Good Service
hammersmith-city,2019-12-22T19:00:00,10,Good Service
hammersmith-city,2019-12-23T06:49:26,10,Good Service
hammersmith-city,2019-12-24T00:59:26,10,Good Service
hammersmith-city,2019-12-24T20:29:26,10,Good Service
hammersmith-city,2019-12-23T16:59:26,10,Good Service
hammersmith-city,2019-12-24T12:09:26,10,Good Service
central,2019-12-21T03:19:26,10,Good Service
hammersmith-city,2019-12-24T01:19:26,10,Good Service
hammersmith-city,2019-12-24T20:49:26,10,Good Service
hammersmith-city,2019-12-23T17:05:04,10,Good Service
hammersmith-city,2019-12-24T12:09:30,10,Good Service
hammersmith-city,2019-12-25T05:49:26,4,Planned Closure
hammersmith-city,2019-12-24T01:39:26,20,Service Closed
hammersmith-city,2019-12-24T21:00:29,10,Good Service
hammersmith-city,2019-12-25T12:19:26,4,Planned Closure
hammersmith-city,2019-12-24T12:29:25,10,Good Service
hammersmith-city,2019-12-25T06:09:26,4,Planned Closure
hammersmith-city,2019-12-25T18:39:26,4,Planned Closure
hammersmith-city,2019-12-24T15:49:26,10,Good Service
hammersmith-city,2019-12-25T12:39:26,4,Planned Closure
hammersmith-city,2019-12-26T01:09:26,4,Planned Closure
hammersmith-city,2019-12-27T12:35:55,10,Good Service
hammersmith-city,2019-12-25T18:59:26,4,Planned Closure
hammersmith-city,2019-12-26T09:09:26,9,Minor Delays
hammersmith-city,2019-12-29T08:55:07,5,Part Closure
hammersmith-city,2019-12-26T01:29:26,4,Planned Closure
hammersmith-city,2019-12-27T12:42:38,10,Good Service
hammersmith-city,2019-12-29T09:45:01,5,Part Closure
hammersmith-city,2019-12-26T09:29:26,10,Good Service
hammersmith-city,2019-12-29T08:56:57,5,Part Closure
hammersmith-city,2019-12-29T10:39:56,5,Part Closure
hammersmith-city,2019-12-27T12:57:43,10,Good Service
hammersmith-city,2019-12-29T09:46:56,5,Part Closure
hammersmith-city,2019-12-29T11:33:56,5,Part Closure
hammersmith-city,2019-12-29T08:59:18,5,Part Closure
hammersmith-city,2019-12-29T10:42:36,5,Part Closure
hammersmith-city,2020-01-08T13:48:03,10,Good Service
hammersmith-city,2019-12-29T09:48:56,5,Part Closure
hammersmith-city,2019-12-29T11:36:08,5,Part Closure
hammersmith-city,2020-01-08T14:59:57,10,Good Service
hammersmith-city,2019-12-29T10:43:56,5,Part Closure
hammersmith-city,2020-01-08T13:49:34,10,Good Service
bakerloo,2019-12-19T06:49:25,10,Good Service
hammersmith-city,2019-12-29T11:38:13,5,Part Closure
hammersmith-city,2020-01-08T15:01:26,10,Good Service
bakerloo,2019-12-19T18:29:25,10,Good Service
hammersmith-city,2020-01-08T13:52:34,10,Good Service
bakerloo,2019-12-19T07:09:25,10,Good Service
bakerloo,2019-12-20T05:59:25,10,Good Service
hammersmith-city,2020-01-08T15:03:38,10,Good Service
bakerloo,2019-12-19T18:49:25,10,Good Service
hammersmith-city,2020-01-08T13:55:35,10,Good Service
bakerloo,2019-12-19T07:29:25,10,Good Service
bakerloo,2019-12-20T06:19:25,10,Good Service
hammersmith-city,2020-01-09T08:35:48,10,Good Service
bakerloo,2019-12-19T19:09:26,10,Good Service
bakerloo,2019-12-20T17:29:25,10,Good Service
bakerloo,2019-12-21T16:49:25,10,Good Service
bakerloo,2019-12-20T06:39:25,10,Good Service
bakerloo,2019-12-21T05:19:25,10,Good Service
central,2019-12-21T06:19:25,10,Good Service
bakerloo,2019-12-20T17:49:25,10,Good Service
bakerloo,2019-12-21T17:09:25,10,Good Service
central,2019-12-21T06:29:26,10,Good Service
bakerloo,2019-12-21T05:39:25,10,Good Service
bakerloo,2019-12-21T22:05:01,10,Good Service
bakerloo,2019-12-20T18:09:25,10,Good Service
bakerloo,2019-12-21T17:29:26,10,Good Service
bakerloo,2019-12-21T23:13:20,10,Good Service
bakerloo,2019-12-21T05:59:25,10,Good Service
bakerloo,2019-12-21T22:05:18,10,Good Service
bakerloo,2019-12-20T18:29:25,10,Good Service
bakerloo,2019-12-21T17:49:25,10,Good Service
bakerloo,2019-12-21T23:13:23,10,Good Service
bakerloo,2019-12-21T23:30:44,10,Good Service
bakerloo,2019-12-21T22:05:39,10,Good Service
bakerloo,2019-12-21T23:23:34,10,Good Service
bakerloo,2019-12-22T01:21:45,20,Service Closed
bakerloo,2019-12-21T23:13:27,10,Good Service
bakerloo,2019-12-21T23:30:48,10,Good Service
bakerloo,2019-12-22T10:49:25,10,Good Service
bakerloo,2019-12-21T23:23:41,10,Good Service
bakerloo,2019-12-22T01:29:26,20,Service Closed
bakerloo,2019-12-22T12:52:52,10,Good Service
bakerloo,2019-12-21T23:30:51,10,Good Service
bakerloo,2019-12-22T11:09:25,10,Good Service
bakerloo,2019-12-21T23:23:44,10,Good Service
bakerloo,2019-12-22T01:49:25,20,Service Closed
bakerloo,2019-12-22T12:52:57,10,Good Service
bakerloo,2019-12-21T23:30:57,10,Good Service
bakerloo,2019-12-22T11:29:25,10,Good Service
bakerloo,2019-12-22T12:55:54,10,Good Service
bakerloo,2019-12-22T14:16:30,10,Good Service
bakerloo,2019-12-22T12:53:01,10,Good Service
bakerloo,2019-12-22T13:12:15,10,Good Service
bakerloo,2019-12-22T11:49:25,10,Good Service
bakerloo,2019-12-22T12:55:56,10,Good Service
bakerloo,2019-12-22T14:16:36,10,Good Service
bakerloo,2019-12-22T12:53:08,10,Good Service
bakerloo,2019-12-22T13:12:17,10,Good Service
bakerloo,2019-12-22T17:25:19,10,Good Service
bakerloo,2019-12-22T12:55:58,10,Good Service
bakerloo,2019-12-22T14:16:38,10,Good Service
bakerloo,2019-12-22T18:05:11,10,Good Service
bakerloo,2019-12-22T13:12:19,10,Good Service
bakerloo,2019-12-22T17:25:21,10,Good Service
bakerloo,2019-12-22T12:56:14,10,Good Service
bakerloo,2019-12-22T14:16:40,10,Good Service
bakerloo,2019-12-22T18:05:49,10,Good Service
bakerloo,2019-12-22T22:10:48,10,Good Service
bakerloo,2019-12-22T17:25:54,10,Good Service
bakerloo,2019-12-22T19:00:27,10,Good Service
bakerloo,2019-12-23T07:59:26,6,Severe Delays
bakerloo,2019-12-22T18:05:57,10,Good Service
bakerloo,2019-12-22T22:19:25,10,Good Service
bakerloo,2019-12-23T17:39:25,9,Minor Delays
bakerloo,2019-12-22T19:00:32,10,Good Service
bakerloo,2019-12-23T08:19:25,6,Severe Delays
bakerloo,2019-12-24T03:09:26,20,Service Closed
bakerloo,2019-12-22T22:22:08,10,Good Service
bakerloo,2019-12-23T17:48:15,10,Good Service
bakerloo,2019-12-22T19:09:45,10,Good Service
bakerloo,2019-12-23T08:39:25,9,Minor Delays
bakerloo,2019-12-24T03:29:25,20,Service Closed
bakerloo,2019-12-22T22:23:37,10,Good Service
bakerloo,2019-12-23T17:49:25,10,Good Service
bakerloo,2019-12-24T13:29:26,10,Good Service
central,2019-12-21T10:09:25,10,Good Service
bakerloo,2019-12-24T03:49:25,20,Service Closed
bakerloo,2019-12-24T22:59:25,10,Good Service
bakerloo,2019-12-23T17:54:36,10,Good Service
bakerloo,2019-12-24T13:39:25,10,Good Service
bakerloo,2019-12-25T07:39:25,4,Planned Closure
bakerloo,2019-12-24T04:09:25,20,Service Closed
bakerloo,2019-12-24T23:19:26,10,Good Service
bakerloo,2019-12-25T14:19:25,4,Planned Closure
bakerloo,2019-12-24T12:29:25,10,Good Service
bakerloo,2019-12-25T07:59:25,4,Planned Closure
bakerloo,2019-12-25T20:39:25,4,Planned Closure
bakerloo,2019-12-24T14:52:19,10,Good Service
bakerloo,2019-12-25T14:39:25,4,Planned Closure
bakerloo,2019-12-26T02:59:25,20,Service Closed
bakerloo,2019-12-24T12:49:25,10,Good Service
bakerloo,2019-12-25T20:59:25,4,Planned Closure
bakerloo,2019-12-26T10:19:25,10,Good Service
bakerloo,2019-12-29T09:18:05,10,Good Service
bakerloo,2019-12-26T03:19:25,20,Service Closed
bakerloo,2019-12-28T16:00:08,9,Minor Delays
bakerloo,2019-12-29T10:33:37,10,Good Service
bakerloo,2019-12-26T10:39:25,10,Good Service
bakerloo,2019-12-29T09:19:58,10,Good Service
bakerloo,2019-12-29T18:40:32,9,Minor Delays
bakerloo,2019-12-28T16:01:21,9,Minor Delays
bakerloo,2019-12-29T10:37:55,10,Good Service
bakerloo,2019-12-26T10:59:25,10,Good Service
bakerloo,2019-12-29T09:22:36,10,Good Service
bakerloo,2019-12-29T20:59:29,10,Good Service
bakerloo,2019-12-28T16:06:56,9,Minor Delays
bakerloo,2019-12-29T10:38:56,10,Good Service
bakerloo,2020-01-08T14:15:50,10,Good Service
bakerloo,2019-12-29T09:23:56,10,Good Service
bakerloo,2019-12-29T20:59:58,10,Good Service
piccadilly,2019-12-18T23:29:26,10,Good Service
central,2019-12-21T12:09:25,10,Good Service
bakerloo,2020-01-08T14:17:27,10,Good Service
piccadilly,2019-12-19T10:09:26,10,Good Service
central,2019-12-21T12:19:26,10,Good Service
